

Colorado (PST) SNOTEL Site Mesa Lakes - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Jun 28 11:47:49 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
622,2020-12-16,,     2.8,     3.4,   -12.1,    -3.6,   -15.2,   -11.6,      16,
622,2020-12-17,,     2.8,     3.4,   -10.5,    -5.0,   -14.1,    -9.6,      16,
622,2020-12-18,,     3.0,     3.6,    -5.4,    -1.3,   -11.3,    -4.6,      21,
622,2020-12-19,,     3.0,     3.6,   -10.6,    -5.4,   -13.4,    -8.1,      20,
622,2020-12-20,,     3.0,     3.6,    -9.9,     0.1,   -13.3,    -8.5,      16,
622,2020-12-21,,     3.2,     3.8,    -1.8,     1.3,   -11.8,    -5.1,      15,
622,2020-12-22,,     3.2,     3.8,    -0.6,     5.8,    -4.9,    -1.4,      15,
622,2020-12-23,,     3.2,     3.8,   -15.2,     2.2,   -15.4,    -3.9,      15,
622,2020-12-24,,     3.2,     3.8,   -16.2,   -12.2,   -18.4,   -15.5,      14,
622,2020-12-25,,     3.2,     3.8,    -8.1,    -1.4,   -16.5,    -9.8,      14,
622,2020-12-26,,     3.3,     3.9,    -2.6,     4.8,    -9.4,    -3.0,      15,
622,2020-12-27,,     3.3,     3.9,    -6.3,     4.4,    -6.5,    -2.1,      15,
622,2020-12-28,,     3.3,     3.9,    -8.2,    -2.7,   -12.2,    -7.6,      15,
622,2020-12-29,,     3.6,     4.2,    -6.8,    -2.2,    -8.3,    -4.7,      20,
622,2020-12-30,,     3.6,     4.2,   -16.3,    -3.9,   -16.4,   -10.3,      18,
622,2020-12-31,,     3.6,     4.2,    -7.8,     0.7,   -16.7,   -10.4,      18,




